task,model,seed,missing_level,epochs,hidden_dim,batch_size,best_epoch,n_params,train_time_sec,val_loss,val_accuracy,val_balanced_accuracy,val_macro_f1,val_auroc,test_loss,test_accuracy,test_balanced_accuracy,test_macro_f1,test_auroc,test_infer_ms_per_sample,main_metric
har,cfc,2,0.3,50,64,64,14,185350,9.364143312966917,0.08319568439670232,0.9891304347826086,0.9901960784313726,0.98989898989899,,0.22510927519697585,0.9318801089918256,0.9297045357496176,0.9309177806177648,,0.07568317724325839,0.9318801089918256
har,cfc,2,0.6,50,64,64,23,185350,9.464755423017778,0.2216567150924517,0.9456521739130435,0.9443627450980392,0.9454806390967344,,0.3396802508051454,0.9019073569482289,0.8989169983022443,0.8998815775650982,,0.07230573021667205,0.9019073569482289
har,cfc,3,0.0,50,64,64,16,185350,9.734803926025052,0.04728085434307223,0.9891304347826086,0.9901960784313726,0.98989898989899,,0.19423998512672794,0.9455040871934605,0.9451881271809551,0.9455830480340284,,0.09127727780130765,0.9455040871934605
har,cfc,3,0.3,50,64,64,10,185350,9.850901886005886,0.10991191928801329,0.9782608695652174,0.9803921568627452,0.979779411764706,,0.2433067823097881,0.9237057220708447,0.9229502377555656,0.9241302953947769,,0.09221834865238832,0.9237057220708447
har,cfc,3,0.6,50,64,64,19,185350,9.6947216319968,0.1989130040873652,0.9456521739130435,0.9497549019607843,0.9494949494949495,,0.40119892894734477,0.888283378746594,0.8854333185788104,0.8866220890597482,,0.0940288636866419,0.888283378746594
physionet,lstm,1,0.0,50,64,64,8,48514,128.25422807398718,0.31468519786993665,0.8716666666666667,0.5614294702989909,0.5761429003935816,0.8235650532497494,0.3210203862190247,0.88,0.5864929738295542,0.6142719382835101,0.8030341870382887,0.15873625826012963,0.8030341870382887
physionet,lstm,1,0.3,50,64,64,7,48514,135.2575427290285,0.33429106036822004,0.8716666666666667,0.5462585351075482,0.5512428242561995,0.8026613222716786,0.3429804277420044,0.8733333333333333,0.5623965882873856,0.577762139338494,0.7821071520123046,0.17699750673879558,0.7821071520123046
physionet,lstm,1,0.6,50,64,64,30,48514,138.62246691901237,0.5963842805226643,0.8466666666666667,0.6126634196359908,0.628032345013477,0.7782852881545524,0.7593753552436828,0.8166666666666667,0.6003122742420358,0.6033653846153846,0.7247791941460232,0.18681135174119845,0.7247791941460232
physionet,lstm,2,0.0,50,64,64,11,48514,135.4977464179974,0.3997018786271413,0.8633333333333333,0.5616508587541655,0.5757303990893725,0.8024515858404605,0.36634135007858276,0.8766666666666667,0.5795017594556174,0.6035572699024965,0.8227494115727902,0.17790011334000155,0.8227494115727902
physionet,lstm,2,0.3,50,64,64,15,48514,132.56600979698123,0.4238928832610448,0.8266666666666667,0.585887068583813,0.5944997530607471,0.7475006408613176,0.377387166817983,0.85,0.6550534827899606,0.6647711752874277,0.7880263801822377,0.172261893361186,0.7880263801822377
physionet,lstm,2,0.6,50,64,64,9,48514,129.83263463701587,0.35386513809363046,0.855,0.5972710959893733,0.6169397744200894,0.7787280650649017,0.33989519874254864,0.8616666666666667,0.5960825895458041,0.6185632549268913,0.7901470485423318,0.17106243331606188,0.7901470485423318
physionet,lstm,3,0.0,50,64,64,9,48514,121.82401594502153,0.3142040940125783,0.87,0.600918179487777,0.627815243669678,0.8252662487474074,0.3278285765647888,0.8683333333333333,0.5847801263079397,0.6078723351450624,0.8042226934818577,0.17469187170111886,0.8042226934818577
physionet,lstm,3,0.3,50,64,64,9,48514,130.97256788698724,0.33955273747444153,0.8666666666666667,0.5888699867166927,0.6122903944945236,0.7893314068653724,0.3479794152577718,0.86,0.5597166227773764,0.5726495726495726,0.7732982219011443,0.1987709483364597,0.7732982219011443
physionet,lstm,3,0.6,50,64,64,7,48514,124.102344659972,0.34926178455352785,0.8633333333333333,0.5262520099741326,0.5173442159786532,0.7609470765071893,0.33996039430300395,0.8616666666666667,0.5202279135885903,0.5065349438658726,0.7842278203723987,0.16853557327218974,0.7842278203723987
physionet,ltc,1,0.0,50,64,64,49,48568,3516.374665469979,0.3405313859383265,0.8616666666666667,0.5657407191629186,0.5812275582539376,0.7784717205378574,0.36798226277033486,0.86,0.564773601174524,0.5796497080900751,0.7325860501969192,4.493750304973219,0.7325860501969192
physionet,ltc,1,0.3,50,64,64,36,48568,3129.862975183991,0.35463755548000336,0.8666666666666667,0.5534711379366596,0.5636363636363636,0.7514157209107222,0.37505884408950807,0.8516666666666667,0.5295961408496656,0.5273959872910232,0.7084663606068374,3.956274786614813,0.7084663606068374
physionet,ltc,1,0.6,50,64,64,34,48568,3166.9480946810218,0.36662538091341657,0.8666666666666667,0.5383002027452168,0.5383017198260936,0.7231712148400177,0.3710632725556691,0.8633333333333333,0.5464799235627228,0.5527272727272727,0.7050872736594347,4.093906981676507,0.7050872736594347
physionet,ltc,2,0.0,50,64,64,49,48568,3518.0857893810025,0.36053552786509196,0.855,0.5669292256064878,0.581646964536165,0.7427000069912144,0.34714491923650104,0.8733333333333333,0.5826245018759758,0.6067745162291746,0.7561697466849991,3.8092727466331175,0.7561697466849991
physionet,ltc,2,0.3,50,64,64,21,48568,3209.860723302001,0.36609938502311706,0.8616666666666667,0.5202279135885903,0.5065349438658726,0.7162033045139942,0.354594251314799,0.8633333333333333,0.53130898837128,0.526759262821746,0.7571485166973503,3.6440233449684456,0.7571485166973503
physionet,ltc,2,0.6,50,64,64,21,48568,3179.7654806000064,0.36881890773773196,0.8616666666666667,0.5050569783971476,0.4745449749406489,0.7131970823332014,0.3679192066192627,0.865,0.5171051711682318,0.4980946184589646,0.723963552469064,3.9093345516206077,0.723963552469064
physionet,ltc,3,0.0,50,64,64,50,48568,3104.051808819,0.3468782357374827,0.8616666666666667,0.5404558271771807,0.5431150744502243,0.7666565682459043,0.3537804424762726,0.865,0.5322761063596747,0.5279307631785995,0.7470811679988814,3.9721876100520603,0.7470811679988814
physionet,ltc,3,0.3,50,64,64,50,48568,3120.5470211689826,0.3594102116425832,0.8583333333333333,0.5638064831861295,0.5780904871813962,0.7464752627531402,0.3626939058303833,0.86,0.5344317307916385,0.533316048742546,0.7303954696930856,4.479372056666762,0.7303954696930856
physionet,ltc,3,0.6,50,64,64,50,48568,3224.489085820969,0.39148670474688213,0.8566666666666667,0.5274405164177017,0.522204526093559,0.6648178788655589,0.38229898969332377,0.8583333333333333,0.5334646128032439,0.5321057991357718,0.6888443522639883,4.411177756652857,0.6888443522639883
physionet,cfc,1,0.0,50,64,64,4,57218,199.21832601202186,0.34473000665505726,0.855,0.5821001607979306,0.6001807611884282,0.7775395586213325,0.3405243655045827,0.8716666666666667,0.6119992542704668,0.6408554170974587,0.7761413157465453,0.4620775366978099,0.7761413157465453
physionet,cfc,1,0.3,50,64,64,4,57218,197.42384852695977,0.35119461834430693,0.8566666666666667,0.5527254084034396,0.5624745624745624,0.7623220153340635,0.3748116779327393,0.855,0.5568152688121927,0.5681632045268409,0.7030598214909929,0.449862421664875,0.7030598214909929
physionet,cfc,1,0.6,50,64,64,5,57218,195.28691695199814,0.38220592319965363,0.865,0.5373330847568223,0.5370326268159086,0.6953228775838363,0.37855010946591694,0.8616666666666667,0.5151709351914427,0.49635412979500193,0.7174850271492159,0.4448071967150706,0.7174850271492159
physionet,cfc,2,0.0,50,64,64,3,57218,196.82947950798552,0.34825984835624696,0.8666666666666667,0.5787560299223975,0.5996663886572143,0.778401808394118,0.3324730523427327,0.855,0.5467013120178975,0.5536592248035502,0.8047819906317727,0.4215040316921659,0.8047819906317727
physionet,cfc,2,0.3,50,64,64,3,57218,196.33576513599837,0.3682486919562022,0.8583333333333333,0.5334646128032439,0.5321057991357718,0.7244762415231526,0.33575767040252685,0.8683333333333333,0.5544382559250541,0.5651336250791292,0.7950175945561744,0.4498350517436241,0.7950175945561744
physionet,cfc,2,0.6,50,64,64,2,57218,195.33971421199385,0.38242274165153506,0.8616666666666667,0.5,0.4628469113697404,0.6963715597399269,0.3695725484689077,0.8633333333333333,0.5110810747826897,0.4864515051563609,0.7668663046771225,0.4264296966721304,0.7668663046771225
physionet,cfc,3,0.0,50,64,64,3,57218,192.50421902898233,0.34958864053090416,0.8583333333333333,0.5536925263918343,0.5639199322793307,0.7802195241313417,0.3452065455913544,0.8516666666666667,0.5700519680268462,0.5848848327490108,0.7787047610169887,0.4415568316471763,0.7787047610169887
physionet,cfc,3,0.3,50,64,64,6,57218,188.23294436000288,0.3820606509844462,0.8416666666666667,0.5642492600964787,0.5758139534883722,0.726270653212463,0.3918740197022756,0.8366666666666667,0.5562909277341475,0.5654872749844817,0.6984456200041947,0.4862422016837324,0.6984456200041947
physionet,cfc,3,0.6,50,64,64,5,57218,191.03156174597098,0.39051833152771,0.8533333333333334,0.520449302043765,0.511093003444572,0.6768660716366433,0.3744619448979696,0.85,0.528629022861271,0.5262492981471084,0.715993568082776,0.5010199816509461,0.715993568082776
